date,humidity,temperature,pressure,pm2.5_alt,scattering_coefficient,visual_range,0.3_um_count,5.0_um_count,pm1.0_atm,pm2.5_atm,pm2.5_cf_1,pm10.0_atm,sensor_id,last_modified,sensor_date_created,sensor_last_seen,private,name,location_type,model,hardware,uptime,pa_latency,memory,position_rating,sensor_latitude,sensor_longitude,altitude,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,unique_incident_count,average_size,list_of_sizes,average_distance,list_of_distances,list_of_rel_direction,target,average_size_stand,average_distance_stand,Fire_Indicator,log_0.3_um_count
2020-11-04,26.73,73.333,962.507,2.4,8.7,190.3,583.0385,0.412,2.3895,3.31,3.31,3.6025,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,14.5,7.8,26.1,0.0,,2.0,4.0,,1021.8,,1.0,6.0,[6],135.4614439125597,[135.4614439125597],['north-west'],1,0,0,0.0,6.369966905312826
2020-11-18,59.929,62.918,955.361,0.4,1.6,327.5,105.9545,0.2935,0.0475,0.1915,0.1915,0.3645,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,12.9,7.8,16.1,,,,9.9,,,,0.0,0.0,,0.0,,,0,1,1,0.0,4.672403510379581
2020-11-02,19.501,75.786,961.555,8.5,30.0,84.8,1999.3725,1.2725,10.9465,14.603,14.603,15.545,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,14.6,3.9,29.4,0.0,,,3.7,,1018.0,,1.0,6.0,[6],135.4614439125597,[135.4614439125597],['north-west'],1,0,0,0.0,7.6010886921997045
2020-01-30,44.889,63.028,959.549,1.0,4.2,258.3,283.207,0.2764999999999999,0.7295,1.1,1.1,1.2965,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,13.0,7.8,21.7,0.0,,348.0,4.5,,,,0.0,0.0,,0.0,,,0,1,1,0.0,5.649702845901546
2020-12-10,22.445,64.901,957.325,1.5,6.0,227.1,398.646,0.2825,1.262,1.761,1.761,1.9625,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,8.2,0.6,18.9,0.0,,345.0,4.6,,1016.7,,0.0,0.0,,0.0,,,0,1,1,0.0,5.990579155264277
2020-02-08,43.5,60.153,954.62,6.0,22.5,105.4,1500.7534999999998,1.0125,8.4855,11.2765,11.5705,12.417,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,9.2,3.3,17.8,0.0,,347.0,9.1,,1017.4,,0.0,0.0,,0.0,,,0,1,1,0.0,7.314388704341838
2020-01-20,32.426,59.454,953.406,1.3,5.0,243.7,333.3685,0.2855,0.945,1.44,1.5275,1.69,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,7.1,3.9,12.2,,,,3.1,,1016.6,,0.0,0.0,,0.0,,,0,1,1,0.0,5.81224367820899
2020-04-11,42.943,68.546,952.395,3.3,12.4,156.9,825.5615,0.493,3.859,5.140000000000001,5.140000000000001,5.539,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,11.0,8.9,15.0,0.0,,124.0,6.2,,,,0.0,0.0,,0.0,,,0,1,1,0.0,6.7172743246561195
2020-04-04,40.542,58.933,948.051,1.0,3.4,277.2,225.994,0.378,0.516,0.9915,0.9915,1.2935,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,8.8,3.9,13.9,,,294.0,5.8,,,,0.0,0.0,,0.0,,,0,1,1,0.0,5.424923585414017
2020-11-13,43.217,58.206,958.734,2.7,10.3,174.4,687.076,0.621,3.491,4.711,4.711,5.223000000000001,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,9.1,5.0,13.3,,,293.0,6.1,,,,0.0,0.0,,0.0,,,0,1,1,0.0,6.5338992969488014
2020-01-29,48.928,59.201,961.044,1.5,5.2,240.3,346.038,0.6485000000000001,1.0245,1.757,1.757,2.292,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,10.5,4.4,18.3,0.0,,331.0,5.6,,1024.0,,0.0,0.0,,0.0,,,0,1,1,0.0,5.849434284037523
2020-03-02,15.182,60.686,953.922,0.9,3.8,267.0,255.93850000000003,0.1275,1.084,1.278,1.285,1.335,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,15.8,7.2,24.4,0.0,,349.0,19.1,,1017.5,,0.0,0.0,,0.0,,,0,1,1,0.0,5.548836756647605
2020-10-20,22.368,81.421,955.445,3.3,13.0,152.7,863.736,0.481,3.8525,4.9635,4.9635,5.298,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,17.0,6.7,32.2,0.0,,30.0,5.2,,1011.2,,2.0,5.0,"[6, 4]",70.438868477965,"[135.4614439125597, 5.416293043370313]","['north-west', 'south-west']",1,6,6,1.6666666666666667,6.762424258036036
2020-02-19,26.724,61.258,954.319,2.0,7.5,205.7,497.552,0.474,1.895,2.7105,2.7105,3.117,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,8.6,0.6,18.3,0.0,,329.0,3.6,,1018.6,,0.0,0.0,,0.0,,,0,1,1,0.0,6.211707896900493
2020-10-10,52.873,68.724,955.915,2.2,7.9,200.0,527.9555,0.3695,2.081,2.985,2.985,3.255,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,14.7,11.1,20.0,,,10.0,3.5,,,,2.0,5.0,"[6, 4]",70.438868477965,"[135.4614439125597, 5.416293043370313]","['north-west', 'south-west']",1,6,6,1.6666666666666667,6.270904307336944
2020-05-06,23.886,77.734,957.608,1.3,4.9,245.9,325.4805,0.2175,0.9,1.3365,1.3365,1.4860000000000002,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,20.1,11.7,30.0,0.0,,336.0,13.9,,1020.0,,0.0,0.0,,0.0,,,0,1,1,0.0,5.788370222583758
2020-04-25,22.182,85.817,955.026,3.1,12.5,156.0,833.457,0.3445,3.712,4.7170000000000005,4.720000000000001,4.96,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,20.5,11.7,31.1,0.0,,,7.5,,1016.0,,0.0,0.0,,0.0,,,0,1,1,0.0,6.72678121391329
2020-08-28,28.162,89.144,946.923,111.4,300.1,10.5,20009.7075,23.1895,81.8135,125.6415,185.9275,138.538,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,15.0,10.0,24.4,0.0,,163.0,8.7,,1008.9,,5.0,4.6,"[6, 4, 5, 5, 3]",110.04828677772139,"[135.4614439125597, 156.8023486745319, 160.26031025549403, 26.928756921706558, 70.78857412431479]","['north-west', 'south-east', 'south-east', 'south-east', 'south-west']",1,0,0,0.0,9.904022784274064
2020-03-31,48.885,63.964,959.393,0.4,1.6,327.8,105.476,0.078,0.009,0.0445,0.0445,0.0849999999999999,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,13.1,9.4,18.9,0.0,,324.0,6.6,,1021.4,,0.0,0.0,,0.0,,,0,1,1,0.0,4.667919607641201
2020-04-27,19.521,79.677,955.073,0.7,2.6,297.0,174.028,0.1725,0.0854999999999999,0.3299999999999999,0.3299999999999999,0.444,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,18.5,7.8,28.3,0.0,,303.0,12.5,,1018.2,,0.0,0.0,,0.0,,,0,1,1,0.0,5.16494596112488
2020-03-21,36.222,61.833,956.837,2.6,11.5,164.0,765.4045,0.303,3.742,4.6165,4.6165,4.879,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,10.9,3.3,18.9,0.0,,,8.1,,1019.8,,0.0,0.0,,0.0,,,0,1,1,0.0,6.641710098246929
2020-06-05,27.764,86.822,943.577,3.1,10.1,176.1,674.989,1.307,2.7555,4.4465,4.4465,5.387499999999999,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,17.1,9.4,28.9,0.0,,193.0,11.6,,1006.3,,1.0,2.0,[2],39.81737675449873,[39.81737675449873],['south-west'],1,5,5,0.4,6.516176803721222
2020-01-12,49.182,51.261,957.849,0.6,2.2,309.8,143.7875,0.2675,0.1745,0.364,0.3645,0.5525,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,7.2,1.7,12.2,,,8.0,5.5,,1021.6,,0.0,0.0,,0.0,,,0,1,1,0.0,4.975267150258464
2020-09-07,12.314,104.953,950.714,59.7,176.0,17.6,11732.0035,6.524,48.825500000000005,69.131,97.0095,74.07900000000001,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,29.1,17.2,43.9,0.0,,308.0,7.3,,1007.6,,5.0,4.6,"[6, 4, 5, 5, 3]",110.04828677772139,"[135.4614439125597, 156.8023486745319, 160.26031025549403, 26.928756921706558, 70.78857412431479]","['north-west', 'south-east', 'south-east', 'south-east', 'south-west']",1,0,0,0.0,9.370160961727509
2020-09-10,31.609,76.184,951.905,36.3,105.3,28.6,7019.3205,6.602,31.2405,47.1195,62.327,57.5795,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,15.1,12.2,19.4,0.0,,360.0,2.4,,,,5.0,4.6,"[6, 4, 5, 5, 3]",110.04828677772139,"[135.4614439125597, 156.8023486745319, 160.26031025549403, 26.928756921706558, 70.78857412431479]","['north-west', 'south-east', 'south-east', 'south-east', 'south-west']",1,0,0,0.0,8.856564151248342
2020-02-25,18.653,70.176,961.983,0.5,1.9,316.6,128.822,0.142,0.0445,0.1659999999999999,0.1659999999999999,0.2525,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,14.5,5.6,26.7,0.0,,,6.9,,1024.2,,0.0,0.0,,0.0,,,0,1,1,0.0,4.866164281433347
2020-04-03,26.385,64.626,953.349,0.7,2.6,296.1,176.13,0.2254999999999999,0.174,0.358,0.359,0.511,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,10.9,1.7,19.4,0.0,,341.0,6.3,,1016.4,,0.0,0.0,,0.0,,,0,1,1,0.0,5.176883926264505
2020-03-20,42.887,58.046,956.852,2.1,8.3,196.0,550.0675000000001,0.4235,2.2285,3.0715,3.098,3.4125,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,9.5,1.7,18.3,0.0,,335.0,5.6,,1021.3,,0.0,0.0,,0.0,,,0,1,1,0.0,6.3118573061870515
2020-07-29,24.821,91.349,949.522,3.5,12.4,156.6,827.7284999999999,0.3355,3.6595,4.933,4.933,5.173,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,17.0,11.1,27.2,0.0,,,10.4,,,,0.0,0.0,,0.0,,,0,1,1,0.0,6.719892598478789
2020-05-07,10.418,86.835,953.827,1.1,4.3,257.9,284.712,0.1515,0.641,0.965,0.965,1.065,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,19.4,7.8,32.2,0.0,,,8.1,,1013.6,,0.0,0.0,,0.0,,,0,1,1,0.0,5.654984310454769
2020-09-28,9.978,92.717,950.247,21.8,82.7,35.7,5514.3285,1.652,24.156,31.725,38.6545,36.3895,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,22.2,15.6,31.1,0.0,,347.0,4.0,,,,5.0,4.6,"[6, 5, 5, 3, 4]",79.77107565148908,"[135.4614439125597, 160.26031025549403, 26.928756921706558, 70.78857412431479, 5.416293043370313]","['north-west', 'south-east', 'south-east', 'south-west', 'south-west']",1,6,6,3.8333333333333335,8.615286494736898
2020-06-16,27.707,80.069,951.698,0.6,2.5,299.3,168.308,0.1955,0.0735,0.254,0.2545,0.384,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,19.7,13.3,27.2,0.0,,,20.0,,1014.3,,0.0,0.0,,0.0,,,0,1,1,0.0,5.131719541419021
2020-12-19,37.614,58.081,968.25,1.7,7.2,209.5,478.843,0.3515,1.738,2.377,2.377,2.669,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,6.2,-1.7,16.1,0.0,,346.0,2.5,,1028.3,,0.0,0.0,,0.0,,,0,1,1,0.0,6.173458967065183
2020-06-09,17.921,86.003,957.957,0.6,2.5,300.0,166.6375,0.129,0.041,0.1795,0.1795,0.265,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,21.2,9.4,31.7,,,,,,,,1.0,3.0,[3],36.39195883175117,[36.39195883175117],['south-east'],1,5,5,0.6,5.121803910037058
2020-10-17,12.001,87.879,956.923,0.3,1.3,336.3,88.7655,0.0795,0.029,0.0554999999999999,0.0554999999999999,0.0824999999999999,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,20.7,8.9,36.1,0.0,,329.0,4.2,,1012.8,,2.0,5.0,"[6, 4]",70.438868477965,"[135.4614439125597, 5.416293043370313]","['north-west', 'south-west']",1,6,6,1.6666666666666667,4.497200714406984
2020-05-26,22.842,95.074,950.113,1.5,6.7,216.7,444.474,0.2485,1.2254999999999998,1.642,1.642,1.8125,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,24.4,12.8,36.1,0.0,,,4.8,,1010.2,,0.0,0.0,,0.0,,,0,1,1,0.0,6.099138883816077
2020-11-03,22.089,72.988,959.161,6.9,23.8,101.0,1588.6645,1.0875,8.5375,11.538,11.538,12.3615,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,11.3,5.0,22.8,,,37.0,4.9,,,,1.0,6.0,[6],135.4614439125597,[135.4614439125597],['north-west'],1,0,0,0.0,7.37127826666001
2020-10-07,18.985,78.392,955.426,15.6,49.1,56.6,3270.3255,2.808,15.8875,23.6505,27.0735,27.2215,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,14.0,8.9,25.0,0.0,,,7.7,,,,2.0,5.0,"[6, 4]",70.438868477965,"[135.4614439125597, 5.416293043370313]","['north-west', 'south-west']",1,6,6,1.6666666666666667,8.092950533440458
2020-01-22,53.904,58.006,958.303,0.9,3.2,282.3,211.9405,0.3625,0.455,0.806,0.806,1.0575,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,10.2,7.2,16.7,0.0,,346.0,3.1,,1023.4,,0.0,0.0,,0.0,,,0,1,1,0.0,5.361012783962974
2020-04-08,38.978,67.5,950.771,2.0,7.8,201.5,519.658,0.382,2.0410000000000004,2.7995,2.7995,3.076,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,10.4,3.3,18.3,0.0,,213.0,8.8,,,,0.0,0.0,,0.0,,,0,1,1,0.0,6.255093396266482
2020-06-10,22.658,90.624,955.047,1.8,7.3,207.6,488.2715,0.2435,1.708,2.2235,2.2235,2.3885,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,21.7,11.1,32.8,0.0,,219.0,7.3,,1015.4,,0.0,0.0,,0.0,,,0,1,1,0.0,6.192917550124131
2020-03-04,18.22,76.206,954.403,1.4,4.9,245.0,328.9615,0.386,0.7675000000000001,1.3245,1.545,1.6275,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,14.5,5.6,26.1,0.0,,,6.0,,1017.2,,0.0,0.0,,0.0,,,0,1,1,0.0,5.798975980987774
2020-02-12,16.161,69.932,954.238,0.6,2.4,302.1,161.536,0.1145,0.1805,0.2905,0.2905,0.368,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,11.1,3.3,21.7,0.0,,347.0,4.5,,1016.4,,0.0,0.0,,0.0,,,0,1,1,0.0,5.090899515695309
2020-11-19,48.926,59.835,964.267,0.5,1.6,327.5,106.0055,0.285,0.0245,0.1385,0.1385,0.31,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,9.7,4.4,17.8,0.0,,,3.9,,,,0.0,0.0,,0.0,,,0,1,1,0.0,4.672880235010034
2020-03-14,47.472,57.326,947.809,1.8,5.9,227.8,395.5615,0.887,1.5675,2.717,2.717,3.4355,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,9.2,6.1,12.8,,,217.0,10.7,,,,0.0,0.0,,0.0,,,0,1,1,0.0,5.98283113623492
2020-03-28,44.256,58.453,957.245,5.8,19.0,119.0,1265.43,1.411,7.6225,11.138,11.138,12.3895,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,8.9,5.0,12.8,,,337.0,3.4,,1021.3,,0.0,0.0,,0.0,,,0,1,1,0.0,7.143957197483943
2020-04-23,33.771,81.242,959.915,1.0,3.7,269.4,248.797,0.2615,0.5205,0.858,0.8685,1.0255,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,19.5,10.6,28.3,0.0,,325.0,13.7,,1021.4,,0.0,0.0,,0.0,,,0,1,1,0.0,5.520648588011675
2020-08-12,33.544,86.435,950.114,2.7,9.6,181.6,637.7455,0.3725,2.621,3.627,3.627,3.8845,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,18.3,12.8,28.3,0.0,,,7.6,,1012.2,,0.0,0.0,,0.0,,,0,1,1,0.0,6.459506096483313
2020-09-13,23.392,86.472,950.392,76.8,192.3,16.2,12821.8255,24.1805,48.959500000000006,84.044,127.2505,96.039,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,15.3,11.1,25.0,0.0,,,8.6,,,,5.0,4.6,"[6, 4, 5, 5, 3]",110.04828677772139,"[135.4614439125597, 156.8023486745319, 160.26031025549403, 26.928756921706558, 70.78857412431479]","['north-west', 'south-east', 'south-east', 'south-east', 'south-west']",1,0,0,0.0,9.458982104006543
2020-12-27,42.701,57.379,958.211,0.6,2.4,303.9,157.462,0.147,0.1679999999999999,0.2925,0.2925,0.386,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,6.7,1.1,13.9,0.0,,343.0,6.4,,,,0.0,0.0,,0.0,,,0,1,1,0.0,5.065514816939207
2020-07-09,22.877,93.535,948.947,3.3,11.0,168.5,730.339,0.7,2.9605,4.4015,4.4015,4.8835,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,22.0,10.0,34.4,0.0,,,8.7,,1010.7,,0.0,0.0,,0.0,,,0,1,1,0.0,6.594877100541788
2020-07-30,25.418,88.908,951.561,3.5,12.6,155.4,838.5715,0.358,3.745,5.019,5.019,5.271000000000001,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,16.9,12.2,25.6,,,157.0,9.3,,1014.6,,0.0,0.0,,0.0,,,0,1,1,0.0,6.732891642634754
2020-08-30,30.147,86.612,948.463,58.4,169.4,18.3,11294.7915,10.7365,45.49,68.3545,99.452,78.188,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,15.9,11.7,25.0,0.0,,177.0,7.3,,1010.2,,5.0,4.6,"[6, 4, 5, 5, 3]",110.04828677772139,"[135.4614439125597, 156.8023486745319, 160.26031025549403, 26.928756921706558, 70.78857412431479]","['north-west', 'south-east', 'south-east', 'south-east', 'south-west']",1,0,0,0.0,9.332185501701485
2020-12-09,25.599,63.417,960.737,2.7,10.1,175.9,676.094,0.6245,2.919,4.061999999999999,4.061999999999999,4.5435,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,7.6,0.6,18.3,0.0,,,1.4,,1018.0,,0.0,0.0,,0.0,,,0,1,1,0.0,6.517810111132001
2020-05-21,35.258,79.374,954.253,1.3,6.0,227.2,398.187,0.2415,1.1909999999999998,1.561,1.561,1.7240000000000002,4478,2017-11-24 20:47:02,2017-11-18 02:40:46,2023-11-28 02:14:37,0,Pacific Union College,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,30176,216.0,16696,5,38.57168,-122.43616,1814,17.1,7.8,26.1,0.0,,321.0,7.6,,,,0.0,0.0,,0.0,,,0,1,1,0.0,5.989429978776793
